duration,src_bytes,dst_bytes,protocol,service,state,src_port,dst_port,attack_type
60591,0,0,unknown,unknown,unknown,0,0,BENIGN
5103184,0,0,unknown,unknown,unknown,0,0,BENIGN
66695827,0,0,unknown,unknown,unknown,0,0,Infiltration
119974830,0,0,unknown,unknown,unknown,0,0,Infiltration
116538860,0,0,unknown,unknown,unknown,0,0,BENIGN
69714525,0,0,unknown,unknown,unknown,0,0,Infiltration
4439720,0,0,unknown,unknown,unknown,0,0,BENIGN
3,0,0,unknown,unknown,unknown,0,0,Bot
56538478,0,0,unknown,unknown,unknown,0,0,Infiltration
60,0,0,unknown,unknown,unknown,0,0,BENIGN
111014,0,0,unknown,unknown,unknown,0,0,BENIGN
86726608,0,0,unknown,unknown,unknown,0,0,Infiltration
66679,0,0,unknown,unknown,unknown,0,0,Bot
1003106,0,0,unknown,unknown,unknown,0,0,Bot
454554,0,0,unknown,unknown,unknown,0,0,BENIGN
249080,0,0,unknown,unknown,unknown,0,0,Bot
18,0,0,unknown,unknown,unknown,0,0,Bot
42664070,0,0,unknown,unknown,unknown,0,0,Infiltration
47,0,0,unknown,unknown,unknown,0,0,Bot
67917167,0,0,unknown,unknown,unknown,0,0,Infiltration
67102,0,0,unknown,unknown,unknown,0,0,Bot
50406,0,0,unknown,unknown,unknown,0,0,BENIGN
47,0,0,unknown,unknown,unknown,0,0,BENIGN
87113,0,0,unknown,unknown,unknown,0,0,Bot
118573317,0,0,unknown,unknown,unknown,0,0,Infiltration
32916243,0,0,unknown,unknown,unknown,0,0,BENIGN
1029548,0,0,unknown,unknown,unknown,0,0,Bot
67917167,0,0,unknown,unknown,unknown,0,0,Infiltration
115666098,0,0,unknown,unknown,unknown,0,0,BENIGN
86726608,0,0,unknown,unknown,unknown,0,0,Infiltration
49,0,0,unknown,unknown,unknown,0,0,BENIGN
1003414,0,0,unknown,unknown,unknown,0,0,Bot
1550,0,0,unknown,unknown,unknown,0,0,BENIGN
124229,0,0,unknown,unknown,unknown,0,0,BENIGN
6,0,0,unknown,unknown,unknown,0,0,Bot
1018856,0,0,unknown,unknown,unknown,0,0,Bot
260340,0,0,unknown,unknown,unknown,0,0,BENIGN
48450959,0,0,unknown,unknown,unknown,0,0,Infiltration
54,0,0,unknown,unknown,unknown,0,0,Bot
86726608,0,0,unknown,unknown,unknown,0,0,Infiltration
69483113,0,0,unknown,unknown,unknown,0,0,Infiltration
42664070,0,0,unknown,unknown,unknown,0,0,Infiltration
69714525,0,0,unknown,unknown,unknown,0,0,Infiltration
74804,0,0,unknown,unknown,unknown,0,0,Bot
100595,0,0,unknown,unknown,unknown,0,0,Bot
77949,0,0,unknown,unknown,unknown,0,0,BENIGN
37401,0,0,unknown,unknown,unknown,0,0,BENIGN
99891716,0,0,unknown,unknown,unknown,0,0,Infiltration
99651130,0,0,unknown,unknown,unknown,0,0,Infiltration
174,0,0,unknown,unknown,unknown,0,0,BENIGN
57,0,0,unknown,unknown,unknown,0,0,BENIGN
119973135,0,0,unknown,unknown,unknown,0,0,Infiltration
101039258,0,0,unknown,unknown,unknown,0,0,Infiltration
154,0,0,unknown,unknown,unknown,0,0,BENIGN
36,0,0,unknown,unknown,unknown,0,0,Bot
991785,0,0,unknown,unknown,unknown,0,0,Bot
9038,0,0,unknown,unknown,unknown,0,0,BENIGN
71763,0,0,unknown,unknown,unknown,0,0,Bot
99912925,0,0,unknown,unknown,unknown,0,0,Infiltration
18897509,0,0,unknown,unknown,unknown,0,0,Infiltration
119992821,0,0,unknown,unknown,unknown,0,0,Infiltration
75,0,0,unknown,unknown,unknown,0,0,BENIGN
1004325,0,0,unknown,unknown,unknown,0,0,Bot
78233714,0,0,unknown,unknown,unknown,0,0,Infiltration
48197,0,0,unknown,unknown,unknown,0,0,BENIGN
94,0,0,unknown,unknown,unknown,0,0,Bot
3,0,0,unknown,unknown,unknown,0,0,Bot
119991834,0,0,unknown,unknown,unknown,0,0,Infiltration
99891716,0,0,unknown,unknown,unknown,0,0,Infiltration
71722,0,0,unknown,unknown,unknown,0,0,Bot
111406728,0,0,unknown,unknown,unknown,0,0,Infiltration
1009438,0,0,unknown,unknown,unknown,0,0,Bot
79204,0,0,unknown,unknown,unknown,0,0,Bot
15468949,0,0,unknown,unknown,unknown,0,0,BENIGN
58659,0,0,unknown,unknown,unknown,0,0,Bot
63593,0,0,unknown,unknown,unknown,0,0,Bot
101086101,0,0,unknown,unknown,unknown,0,0,Infiltration
91163,0,0,unknown,unknown,unknown,0,0,Bot
41,0,0,unknown,unknown,unknown,0,0,Bot
119993844,0,0,unknown,unknown,unknown,0,0,Infiltration
60272,0,0,unknown,unknown,unknown,0,0,Bot
59941,0,0,unknown,unknown,unknown,0,0,Bot
42664070,0,0,unknown,unknown,unknown,0,0,Infiltration
95043,0,0,unknown,unknown,unknown,0,0,Bot
104790355,0,0,unknown,unknown,unknown,0,0,Infiltration
4,0,0,unknown,unknown,unknown,0,0,BENIGN
116393329,0,0,unknown,unknown,unknown,0,0,Infiltration
17,0,0,unknown,unknown,unknown,0,0,Bot
5293102,0,0,unknown,unknown,unknown,0,0,BENIGN
13,0,0,unknown,unknown,unknown,0,0,Bot
1060803,0,0,unknown,unknown,unknown,0,0,Bot
111406728,0,0,unknown,unknown,unknown,0,0,Infiltration
71178,0,0,unknown,unknown,unknown,0,0,Bot
63328,0,0,unknown,unknown,unknown,0,0,Bot
4,0,0,unknown,unknown,unknown,0,0,BENIGN
25009948,0,0,unknown,unknown,unknown,0,0,Infiltration
76,0,0,unknown,unknown,unknown,0,0,BENIGN
65033,0,0,unknown,unknown,unknown,0,0,Bot
3,0,0,unknown,unknown,unknown,0,0,BENIGN
69152,0,0,unknown,unknown,unknown,0,0,Bot
74258,0,0,unknown,unknown,unknown,0,0,Bot
104790355,0,0,unknown,unknown,unknown,0,0,Infiltration
73828,0,0,unknown,unknown,unknown,0,0,Bot
2030,0,0,unknown,unknown,unknown,0,0,Infiltration
116393329,0,0,unknown,unknown,unknown,0,0,Infiltration
119993844,0,0,unknown,unknown,unknown,0,0,Infiltration
101039258,0,0,unknown,unknown,unknown,0,0,Infiltration
86644,0,0,unknown,unknown,unknown,0,0,Bot
60469,0,0,unknown,unknown,unknown,0,0,Bot
31744,0,0,unknown,unknown,unknown,0,0,BENIGN
51,0,0,unknown,unknown,unknown,0,0,Bot
280068,0,0,unknown,unknown,unknown,0,0,BENIGN
56538478,0,0,unknown,unknown,unknown,0,0,Infiltration
119974830,0,0,unknown,unknown,unknown,0,0,Infiltration
997088,0,0,unknown,unknown,unknown,0,0,Bot
4042518,0,0,unknown,unknown,unknown,0,0,Infiltration
1090899,0,0,unknown,unknown,unknown,0,0,BENIGN
69365637,0,0,unknown,unknown,unknown,0,0,Infiltration
42664070,0,0,unknown,unknown,unknown,0,0,Infiltration
1013832,0,0,unknown,unknown,unknown,0,0,Bot
5005212,0,0,unknown,unknown,unknown,0,0,Infiltration
177,0,0,unknown,unknown,unknown,0,0,BENIGN
48450959,0,0,unknown,unknown,unknown,0,0,Infiltration
117670445,0,0,unknown,unknown,unknown,0,0,BENIGN
79492070,0,0,unknown,unknown,unknown,0,0,Infiltration
1172906,0,0,unknown,unknown,unknown,0,0,BENIGN
996594,0,0,unknown,unknown,unknown,0,0,Bot
10087165,0,0,unknown,unknown,unknown,0,0,BENIGN
115742220,0,0,unknown,unknown,unknown,0,0,BENIGN
99912925,0,0,unknown,unknown,unknown,0,0,Infiltration
80821,0,0,unknown,unknown,unknown,0,0,Bot
119993844,0,0,unknown,unknown,unknown,0,0,Infiltration
1002499,0,0,unknown,unknown,unknown,0,0,Bot
119973135,0,0,unknown,unknown,unknown,0,0,Infiltration
72633,0,0,unknown,unknown,unknown,0,0,Bot
4,0,0,unknown,unknown,unknown,0,0,BENIGN
24311637,0,0,unknown,unknown,unknown,0,0,BENIGN
203,0,0,unknown,unknown,unknown,0,0,BENIGN
27964,0,0,unknown,unknown,unknown,0,0,BENIGN
21,0,0,unknown,unknown,unknown,0,0,Bot
5080551,0,0,unknown,unknown,unknown,0,0,BENIGN
117923038,0,0,unknown,unknown,unknown,0,0,Infiltration
1029491,0,0,unknown,unknown,unknown,0,0,Bot
2030,0,0,unknown,unknown,unknown,0,0,Infiltration
33,0,0,unknown,unknown,unknown,0,0,Bot
99912925,0,0,unknown,unknown,unknown,0,0,Infiltration
24006815,0,0,unknown,unknown,unknown,0,0,Infiltration
67867,0,0,unknown,unknown,unknown,0,0,Bot
99,0,0,unknown,unknown,unknown,0,0,Bot
86726608,0,0,unknown,unknown,unknown,0,0,Infiltration
99651130,0,0,unknown,unknown,unknown,0,0,Infiltration
8005,0,0,unknown,unknown,unknown,0,0,BENIGN
101086101,0,0,unknown,unknown,unknown,0,0,Infiltration
87869,0,0,unknown,unknown,unknown,0,0,Bot
262055,0,0,unknown,unknown,unknown,0,0,BENIGN
5607059,0,0,unknown,unknown,unknown,0,0,BENIGN
48,0,0,unknown,unknown,unknown,0,0,BENIGN
3881,0,0,unknown,unknown,unknown,0,0,BENIGN
99891716,0,0,unknown,unknown,unknown,0,0,Infiltration
993810,0,0,unknown,unknown,unknown,0,0,Bot
4042518,0,0,unknown,unknown,unknown,0,0,Infiltration
66026093,0,0,unknown,unknown,unknown,0,0,BENIGN
62687,0,0,unknown,unknown,unknown,0,0,Bot
997090,0,0,unknown,unknown,unknown,0,0,Bot
2539782,0,0,unknown,unknown,unknown,0,0,BENIGN
115296328,0,0,unknown,unknown,unknown,0,0,BENIGN
117,0,0,unknown,unknown,unknown,0,0,Bot
20,0,0,unknown,unknown,unknown,0,0,Infiltration
20965605,0,0,unknown,unknown,unknown,0,0,BENIGN
47893,0,0,unknown,unknown,unknown,0,0,BENIGN
2636352,0,0,unknown,unknown,unknown,0,0,BENIGN
4,0,0,unknown,unknown,unknown,0,0,Bot
4042518,0,0,unknown,unknown,unknown,0,0,Infiltration
68586866,0,0,unknown,unknown,unknown,0,0,BENIGN
61082,0,0,unknown,unknown,unknown,0,0,BENIGN
52,0,0,unknown,unknown,unknown,0,0,Bot
118243075,0,0,unknown,unknown,unknown,0,0,BENIGN
1012720,0,0,unknown,unknown,unknown,0,0,Bot
49,0,0,unknown,unknown,unknown,0,0,BENIGN
119995180,0,0,unknown,unknown,unknown,0,0,Infiltration
215071,0,0,unknown,unknown,unknown,0,0,Bot
66023474,0,0,unknown,unknown,unknown,0,0,BENIGN
1000903,0,0,unknown,unknown,unknown,0,0,Bot
5005212,0,0,unknown,unknown,unknown,0,0,Infiltration
101086101,0,0,unknown,unknown,unknown,0,0,Infiltration
78233714,0,0,unknown,unknown,unknown,0,0,Infiltration
94,0,0,unknown,unknown,unknown,0,0,Bot
117026438,0,0,unknown,unknown,unknown,0,0,BENIGN
119974830,0,0,unknown,unknown,unknown,0,0,Infiltration
119973135,0,0,unknown,unknown,unknown,0,0,Infiltration
119995180,0,0,unknown,unknown,unknown,0,0,Infiltration
66695827,0,0,unknown,unknown,unknown,0,0,Infiltration
1045169,0,0,unknown,unknown,unknown,0,0,Bot
48076,0,0,unknown,unknown,unknown,0,0,BENIGN
3555736,0,0,unknown,unknown,unknown,0,0,BENIGN
104790355,0,0,unknown,unknown,unknown,0,0,Infiltration
13937,0,0,unknown,unknown,unknown,0,0,BENIGN
1556,0,0,unknown,unknown,unknown,0,0,BENIGN
48450959,0,0,unknown,unknown,unknown,0,0,Infiltration
119973135,0,0,unknown,unknown,unknown,0,0,Infiltration
5275498,0,0,unknown,unknown,unknown,0,0,BENIGN
69365637,0,0,unknown,unknown,unknown,0,0,Infiltration
1001893,0,0,unknown,unknown,unknown,0,0,Bot
116393329,0,0,unknown,unknown,unknown,0,0,Infiltration
27,0,0,unknown,unknown,unknown,0,0,Bot
64,0,0,unknown,unknown,unknown,0,0,Bot
69714525,0,0,unknown,unknown,unknown,0,0,Infiltration
47,0,0,unknown,unknown,unknown,0,0,Bot
148843,0,0,unknown,unknown,unknown,0,0,BENIGN
119991834,0,0,unknown,unknown,unknown,0,0,Infiltration
99912925,0,0,unknown,unknown,unknown,0,0,Infiltration
18897509,0,0,unknown,unknown,unknown,0,0,Infiltration
116774278,0,0,unknown,unknown,unknown,0,0,BENIGN
72633,0,0,unknown,unknown,unknown,0,0,Bot
16605670,0,0,unknown,unknown,unknown,0,0,BENIGN
60783,0,0,unknown,unknown,unknown,0,0,BENIGN
75552,0,0,unknown,unknown,unknown,0,0,Bot
266099,0,0,unknown,unknown,unknown,0,0,BENIGN
25009948,0,0,unknown,unknown,unknown,0,0,Infiltration
90202,0,0,unknown,unknown,unknown,0,0,Bot
1009428,0,0,unknown,unknown,unknown,0,0,Bot
4,0,0,unknown,unknown,unknown,0,0,BENIGN
86726608,0,0,unknown,unknown,unknown,0,0,Infiltration
63618,0,0,unknown,unknown,unknown,0,0,Bot
414,0,0,unknown,unknown,unknown,0,0,BENIGN
63982,0,0,unknown,unknown,unknown,0,0,Bot
371,0,0,unknown,unknown,unknown,0,0,BENIGN
231538,0,0,unknown,unknown,unknown,0,0,Bot
99651130,0,0,unknown,unknown,unknown,0,0,Infiltration
111406728,0,0,unknown,unknown,unknown,0,0,Infiltration
8,0,0,unknown,unknown,unknown,0,0,Bot
78233714,0,0,unknown,unknown,unknown,0,0,Infiltration
997128,0,0,unknown,unknown,unknown,0,0,Bot
118573317,0,0,unknown,unknown,unknown,0,0,Infiltration
125668,0,0,unknown,unknown,unknown,0,0,Bot
6112668,0,0,unknown,unknown,unknown,0,0,BENIGN
116393329,0,0,unknown,unknown,unknown,0,0,Infiltration
32,0,0,unknown,unknown,unknown,0,0,Bot
86726608,0,0,unknown,unknown,unknown,0,0,Infiltration
118573317,0,0,unknown,unknown,unknown,0,0,Infiltration
119991834,0,0,unknown,unknown,unknown,0,0,Infiltration
69365637,0,0,unknown,unknown,unknown,0,0,Infiltration
67917167,0,0,unknown,unknown,unknown,0,0,Infiltration
57891,0,0,unknown,unknown,unknown,0,0,Bot
69483113,0,0,unknown,unknown,unknown,0,0,Infiltration
47,0,0,unknown,unknown,unknown,0,0,Bot
90,0,0,unknown,unknown,unknown,0,0,Bot
33,0,0,unknown,unknown,unknown,0,0,Bot
67080815,0,0,unknown,unknown,unknown,0,0,BENIGN
3681141,0,0,unknown,unknown,unknown,0,0,BENIGN
53387320,0,0,unknown,unknown,unknown,0,0,BENIGN
75708,0,0,unknown,unknown,unknown,0,0,Bot
77710608,0,0,unknown,unknown,unknown,0,0,BENIGN
0,0,0,unknown,unknown,unknown,0,0,Bot
42,0,0,unknown,unknown,unknown,0,0,Bot
4042518,0,0,unknown,unknown,unknown,0,0,Infiltration
996758,0,0,unknown,unknown,unknown,0,0,Bot
2,0,0,unknown,unknown,unknown,0,0,BENIGN
3,0,0,unknown,unknown,unknown,0,0,BENIGN
86430,0,0,unknown,unknown,unknown,0,0,Bot
24006815,0,0,unknown,unknown,unknown,0,0,Infiltration
90726719,0,0,unknown,unknown,unknown,0,0,BENIGN
42664070,0,0,unknown,unknown,unknown,0,0,Infiltration
394896,0,0,unknown,unknown,unknown,0,0,BENIGN
67917167,0,0,unknown,unknown,unknown,0,0,Infiltration
66695827,0,0,unknown,unknown,unknown,0,0,Infiltration
111406728,0,0,unknown,unknown,unknown,0,0,Infiltration
66695827,0,0,unknown,unknown,unknown,0,0,Infiltration
100460141,0,0,unknown,unknown,unknown,0,0,Infiltration
5768802,0,0,unknown,unknown,unknown,0,0,BENIGN
1004419,0,0,unknown,unknown,unknown,0,0,Bot
117923038,0,0,unknown,unknown,unknown,0,0,Infiltration
4042518,0,0,unknown,unknown,unknown,0,0,Infiltration
87447,0,0,unknown,unknown,unknown,0,0,Bot
1045232,0,0,unknown,unknown,unknown,0,0,Bot
91,0,0,unknown,unknown,unknown,0,0,Bot
119888744,0,0,unknown,unknown,unknown,0,0,BENIGN
79217,0,0,unknown,unknown,unknown,0,0,Bot
99891716,0,0,unknown,unknown,unknown,0,0,Infiltration
110974,0,0,unknown,unknown,unknown,0,0,Bot
996999,0,0,unknown,unknown,unknown,0,0,Bot
1013740,0,0,unknown,unknown,unknown,0,0,Bot
31782625,0,0,unknown,unknown,unknown,0,0,BENIGN
72,0,0,unknown,unknown,unknown,0,0,Bot
19,0,0,unknown,unknown,unknown,0,0,Bot
91986399,0,0,unknown,unknown,unknown,0,0,BENIGN
47309,0,0,unknown,unknown,unknown,0,0,BENIGN
75681,0,0,unknown,unknown,unknown,0,0,Bot
1025099,0,0,unknown,unknown,unknown,0,0,Bot
64865,0,0,unknown,unknown,unknown,0,0,Bot
23,0,0,unknown,unknown,unknown,0,0,BENIGN
264170,0,0,unknown,unknown,unknown,0,0,BENIGN
30482,0,0,unknown,unknown,unknown,0,0,BENIGN
99912925,0,0,unknown,unknown,unknown,0,0,Infiltration
29,0,0,unknown,unknown,unknown,0,0,Bot
30771,0,0,unknown,unknown,unknown,0,0,BENIGN
10511,0,0,unknown,unknown,unknown,0,0,BENIGN
48450959,0,0,unknown,unknown,unknown,0,0,Infiltration
44,0,0,unknown,unknown,unknown,0,0,Bot
82,0,0,unknown,unknown,unknown,0,0,Bot
10676478,0,0,unknown,unknown,unknown,0,0,BENIGN
47,0,0,unknown,unknown,unknown,0,0,BENIGN
104790355,0,0,unknown,unknown,unknown,0,0,Infiltration
20,0,0,unknown,unknown,unknown,0,0,Infiltration
3001985,0,0,unknown,unknown,unknown,0,0,BENIGN
83,0,0,unknown,unknown,unknown,0,0,Bot
60157535,0,0,unknown,unknown,unknown,0,0,BENIGN
29,0,0,unknown,unknown,unknown,0,0,Bot
11,0,0,unknown,unknown,unknown,0,0,Bot
51,0,0,unknown,unknown,unknown,0,0,Bot
118573317,0,0,unknown,unknown,unknown,0,0,Infiltration
75174,0,0,unknown,unknown,unknown,0,0,Bot
100460141,0,0,unknown,unknown,unknown,0,0,Infiltration
18897509,0,0,unknown,unknown,unknown,0,0,Infiltration
1009265,0,0,unknown,unknown,unknown,0,0,Bot
16063649,0,0,unknown,unknown,unknown,0,0,BENIGN
60748141,0,0,unknown,unknown,unknown,0,0,BENIGN
258,0,0,unknown,unknown,unknown,0,0,BENIGN
66695827,0,0,unknown,unknown,unknown,0,0,Infiltration
51,0,0,unknown,unknown,unknown,0,0,Bot
41673144,0,0,unknown,unknown,unknown,0,0,BENIGN
1013765,0,0,unknown,unknown,unknown,0,0,Bot
11,0,0,unknown,unknown,unknown,0,0,Bot
72222,0,0,unknown,unknown,unknown,0,0,Bot
997270,0,0,unknown,unknown,unknown,0,0,Bot
20,0,0,unknown,unknown,unknown,0,0,Infiltration
303374,0,0,unknown,unknown,unknown,0,0,BENIGN
81837,0,0,unknown,unknown,unknown,0,0,Bot
20,0,0,unknown,unknown,unknown,0,0,Bot
198916,0,0,unknown,unknown,unknown,0,0,Bot
11043,0,0,unknown,unknown,unknown,0,0,BENIGN
4575427,0,0,unknown,unknown,unknown,0,0,BENIGN
24006815,0,0,unknown,unknown,unknown,0,0,Infiltration
20,0,0,unknown,unknown,unknown,0,0,Infiltration
179,0,0,unknown,unknown,unknown,0,0,BENIGN
53,0,0,unknown,unknown,unknown,0,0,Bot
18,0,0,unknown,unknown,unknown,0,0,Bot
117923038,0,0,unknown,unknown,unknown,0,0,Infiltration
116393329,0,0,unknown,unknown,unknown,0,0,Infiltration
48,0,0,unknown,unknown,unknown,0,0,Bot
5005212,0,0,unknown,unknown,unknown,0,0,Infiltration
69365637,0,0,unknown,unknown,unknown,0,0,Infiltration
71,0,0,unknown,unknown,unknown,0,0,BENIGN
78233714,0,0,unknown,unknown,unknown,0,0,Infiltration
117923038,0,0,unknown,unknown,unknown,0,0,Infiltration
45,0,0,unknown,unknown,unknown,0,0,Bot
49,0,0,unknown,unknown,unknown,0,0,Bot
47237,0,0,unknown,unknown,unknown,0,0,BENIGN
5842993,0,0,unknown,unknown,unknown,0,0,BENIGN
69483113,0,0,unknown,unknown,unknown,0,0,Infiltration
20,0,0,unknown,unknown,unknown,0,0,Infiltration
60689366,0,0,unknown,unknown,unknown,0,0,BENIGN
75391202,0,0,unknown,unknown,unknown,0,0,BENIGN
64593,0,0,unknown,unknown,unknown,0,0,Bot
48118,0,0,unknown,unknown,unknown,0,0,BENIGN
3,0,0,unknown,unknown,unknown,0,0,BENIGN
279567,0,0,unknown,unknown,unknown,0,0,BENIGN
116090137,0,0,unknown,unknown,unknown,0,0,BENIGN
101086101,0,0,unknown,unknown,unknown,0,0,Infiltration
101039258,0,0,unknown,unknown,unknown,0,0,Infiltration
69365637,0,0,unknown,unknown,unknown,0,0,Infiltration
70050,0,0,unknown,unknown,unknown,0,0,Bot
25009948,0,0,unknown,unknown,unknown,0,0,Infiltration
239,0,0,unknown,unknown,unknown,0,0,BENIGN
99912925,0,0,unknown,unknown,unknown,0,0,Infiltration
1029281,0,0,unknown,unknown,unknown,0,0,Bot
119973135,0,0,unknown,unknown,unknown,0,0,Infiltration
117923038,0,0,unknown,unknown,unknown,0,0,Infiltration
46,0,0,unknown,unknown,unknown,0,0,BENIGN
60751156,0,0,unknown,unknown,unknown,0,0,BENIGN
66644756,0,0,unknown,unknown,unknown,0,0,BENIGN
119995180,0,0,unknown,unknown,unknown,0,0,Infiltration
998068,0,0,unknown,unknown,unknown,0,0,Bot
